tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delay_days,contract_type,internet_service,online_security,tech_support,churn
52,48.99,2502.24,4,1,9,0,1,1,0,0
35,71.97,2418.82,5,0,10,1,2,1,1,0
26,56.22,1523.98,3,7,13,2,0,0,0,0
60,76.33,4640.59,4,9,0,2,0,1,0,0
37,86.95,3282.49,3,6,29,0,2,1,0,0
41,26.78,1100.9,5,7,12,0,2,1,0,0
13,88.71,1145.06,2,7,29,1,1,1,0,1
10,114.28,1124.65,3,6,22,0,2,0,1,1
6,44.05,272.8,4,7,10,1,0,0,1,0
42,38.51,1590.58,3,7,21,0,2,1,0,0
9,105.53,974.49,2,1,11,0,2,0,1,0
10,37.97,385.42,3,8,12,1,2,0,0,0
55,55.34,3087.34,1,7,7,2,0,1,0,0
56,110.53,5958.7,3,1,1,1,1,0,1,0
66,75.16,5130.28,2,4,29,1,0,0,1,0
60,50.52,3128.97,3,9,1,0,1,1,1,0
34,70.32,2379.77,1,0,28,1,2,1,1,0
56,25.52,1454.07,1,4,14,2,2,0,1,0
39,75.66,2928.34,4,5,6,2,0,0,1,0
14,53.08,712.62,5,8,18,1,0,1,1,0
51,91.51,4581.93,3,6,24,1,0,1,1,0
68,56.77,4002.99,4,5,8,2,2,1,0,0
36,25.95,947.44,5,5,0,0,2,0,0,0
1,62.07,64.18,3,2,11,0,1,1,0,0
3,36.36,103.7,1,6,10,0,2,1,1,0
51,37.44,1824.58,3,4,20,0,0,1,0,0
53,101.01,5151.11,1,1,5,0,0,0,0,0
29,31.31,937.59,5,5,12,1,2,1,0,0
68,75.8,5159.56,3,3,11,2,2,1,1,0
23,113.0,2530.45,4,7,24,1,0,1,0,0
15,75.56,1166.45,3,2,12,1,2,1,1,0
36,95.44,3439.12,5,3,24,0,2,1,1,0
67,56.16,3939.13,5,0,11,2,1,1,1,0
56,83.61,4582.77,5,9,19,1,1,1,0,0
41,33.54,1411.28,2,4,17,1,2,0,1,0
41,87.86,3523.94,4,6,26,0,2,1,0,0
22,106.93,2273.74,3,0,13,2,0,1,1,0
40,106.92,4198.91,2,5,26,0,0,1,0,0
50,92.29,4401.59,5,7,7,1,1,1,0,0
2,118.92,244.61,1,7,5,2,0,0,1,1
12,76.74,924.37,2,7,28,0,2,0,0,1
44,68.27,3093.65,2,4,14,0,2,1,0,0
67,71.93,4882.19,2,2,22,1,0,0,1,0
23,89.04,2149.49,4,0,17,1,1,0,0,0
54,86.22,4816.96,4,3,30,0,0,0,1,0
70,46.54,3371.69,4,0,16,0,2,0,0,0
51,31.73,1547.62,1,6,21,2,0,1,0,0
71,67.2,4911.14,5,6,6,0,2,1,0,0
15,105.91,1525.93,2,8,21,0,1,0,1,1
5,83.84,434.28,1,3,6,2,1,0,1,0
43,23.6,1045.14,4,0,25,1,0,1,1,0
22,36.03,823.17,1,1,20,0,2,0,1,0
50,42.43,2030.07,3,3,18,0,2,1,0,0
27,104.42,2708.88,2,5,15,0,2,1,1,0
26,79.75,2115.55,3,5,6,2,1,1,1,0
17,119.41,2096.37,3,8,18,0,0,1,0,1
45,24.89,1171.36,2,7,2,1,1,0,1,0
28,65.44,1881.53,1,6,18,1,0,0,1,0
58,54.97,3045.36,4,4,9,0,1,0,1,0
3,62.94,185.7,5,1,0,0,0,0,1,0
12,75.37,872.41,1,0,3,1,1,1,1,0
66,82.41,5556.29,3,1,22,0,1,1,0,0
18,119.04,2180.37,4,0,20,1,2,1,1,0
33,42.97,1360.39,4,0,13,0,2,0,0,0
48,20.0,981.28,1,4,5,0,1,0,0,0
41,76.46,3050.01,4,6,8,0,0,0,0,0
6,44.17,260.48,5,9,25,0,2,0,0,1
31,38.82,1251.07,5,8,9,1,0,0,1,0
3,91.12,286.91,3,7,8,0,0,0,1,1
18,97.16,1720.98,4,3,30,1,2,0,0,0
67,88.08,5706.94,2,3,13,1,1,0,0,0
36,99.16,3712.89,4,4,2,1,2,0,1,0
48,34.59,1714.05,3,7,19,2,1,0,1,0
68,59.05,3992.36,5,4,7,0,1,1,0,0
67,30.57,2009.91,1,8,12,1,0,0,1,0
67,30.31,2066.64,5,6,13,2,0,0,1,0
66,68.99,4393.83,2,1,19,1,1,0,1,0
17,50.83,838.84,5,0,13,1,1,1,0,0
64,86.84,5474.2,1,3,8,0,2,0,0,0
51,44.58,2386.88,5,1,30,0,2,0,0,0
70,89.14,6271.19,4,2,25,2,2,1,0,0
54,78.93,4234.77,2,1,5,1,1,0,1,0
44,115.99,4868.79,4,6,6,2,2,1,0,0
10,90.02,916.6,4,4,19,0,0,1,0,1
41,34.74,1412.5,3,8,0,1,0,1,1,0
6,116.64,672.85,2,8,30,0,2,0,0,1
49,67.7,3366.49,2,6,25,1,1,0,0,0
1,91.17,89.73,5,7,26,1,0,1,1,1
21,78.18,1656.6,2,2,2,1,2,1,0,0
25,86.02,2082.15,3,1,22,0,0,0,0,0
43,33.18,1497.62,1,2,15,0,1,0,1,0
36,86.48,2971.91,4,3,10,1,1,0,0,0
24,41.7,964.68,5,8,28,1,0,1,1,0
52,62.21,3229.74,5,6,3,0,2,0,0,0
51,38.1,1951.73,4,9,11,0,2,1,0,0
42,51.72,2264.63,2,3,21,0,2,1,0,0
48,112.82,5422.06,3,0,11,2,1,0,1,0
41,35.45,1465.7,1,6,12,0,0,0,0,0
8,75.53,619.24,2,9,15,0,1,1,0,1
33,24.66,834.59,2,7,25,1,2,0,0,0
10,111.21,1086.39,1,6,21,2,2,1,1,0
62,87.96,5281.76,1,9,26,0,1,1,1,0
13,29.8,392.56,5,0,11,0,0,1,0,0
38,42.32,1581.89,2,0,10,0,2,0,0,0
42,80.0,3524.87,2,8,2,1,2,0,1,0
40,44.74,1869.76,2,3,2,1,0,0,0,0
56,77.44,4122.23,3,3,24,2,2,0,1,0
7,111.11,745.87,1,6,21,2,0,1,0,1
54,57.35,3194.35,1,8,30,1,0,0,0,0
24,20.34,502.32,5,9,1,0,2,1,0,0
69,77.27,5436.13,4,8,20,1,0,0,1,0
18,49.84,882.54,4,3,12,1,1,1,1,0
21,77.04,1647.04,3,4,30,1,0,1,0,0
9,86.22,809.34,4,7,6,0,1,0,1,0
63,41.44,2586.12,2,3,21,2,1,1,1,0
53,31.23,1707.43,4,7,29,2,2,1,1,0
71,114.77,8077.48,1,3,22,1,2,0,0,0
72,62.58,4612.42,2,5,25,1,1,0,1,0
61,58.28,3476.85,3,5,24,0,1,1,1,0
45,105.44,4848.04,1,0,15,2,1,0,1,0
11,89.06,1007.5,4,1,18,1,2,0,1,0
10,44.49,461.04,4,9,2,2,0,1,0,0
37,83.1,2984.18,3,6,8,1,2,1,1,0
48,71.58,3481.56,1,7,24,2,2,1,0,0
41,78.95,3189.61,5,6,4,0,2,0,0,0
30,53.69,1555.8,5,9,5,2,0,0,0,0
36,112.33,4189.0,2,1,8,1,0,0,1,0
38,55.1,2142.91,2,5,15,1,1,1,1,0
66,86.85,5898.41,4,1,29,1,2,0,0,0
13,57.37,767.43,5,3,22,2,0,1,1,0
25,22.53,581.01,1,1,26,0,1,0,0,0
25,80.31,2047.76,3,3,12,2,1,1,1,0
67,75.56,5195.27,4,4,29,2,1,1,1,0
71,50.78,3526.16,2,3,12,2,0,0,0,0
69,82.09,5928.5,3,0,22,1,2,1,0,0
36,96.32,3389.94,1,5,10,2,0,0,1,0
55,39.78,2217.65,4,9,2,1,1,0,1,0
2,43.27,83.85,2,2,30,2,1,1,0,0
54,78.27,4145.15,4,1,29,1,2,0,1,0
20,46.1,918.36,1,8,19,0,1,1,0,0
44,108.52,4787.17,4,3,29,2,2,1,1,0
43,89.56,3885.48,5,4,9,1,1,1,0,0
32,107.62,3297.38,5,9,26,0,0,0,0,0
3,83.83,249.08,2,1,15,0,1,1,1,1
16,79.81,1240.26,2,4,11,0,2,1,1,0
43,52.81,2330.77,1,4,12,2,2,1,0,0
34,62.79,2200.63,5,7,19,0,2,1,1,0
37,36.25,1387.69,2,8,11,2,2,1,1,0
49,34.24,1638.76,4,1,11,2,1,0,0,0
49,104.65,5170.65,5,6,20,1,1,0,1,0
45,29.05,1367.5,2,1,9,2,0,1,0,0
19,64.32,1218.85,4,1,14,1,0,0,0,0
72,37.54,2673.72,4,5,21,1,2,0,0,0
69,43.58,3092.88,1,8,25,1,0,1,0,0
13,81.91,1094.03,5,5,18,0,1,0,1,1
16,118.46,1888.85,1,8,18,0,2,0,1,1
33,76.39,2397.76,1,9,5,0,0,0,1,0
59,91.96,5455.26,4,7,25,2,1,0,0,0
62,102.08,6582.89,2,5,14,2,0,1,0,0
28,24.4,710.14,5,5,6,0,2,0,0,0
20,71.0,1364.9,3,7,13,1,2,1,0,0
35,79.69,2773.61,2,9,13,1,1,1,1,0
24,36.05,879.58,5,2,16,0,2,0,1,0
33,34.56,1179.05,1,7,28,1,1,0,0,0
36,28.43,1050.9,4,2,27,0,1,1,0,0
69,102.08,7101.02,4,8,15,0,1,0,0,0
25,109.81,2798.68,5,2,19,1,1,0,0,0
38,29.93,1183.8,1,5,29,2,0,1,1,0
32,106.16,3228.66,5,9,28,0,1,1,1,0
68,81.0,5769.83,2,5,23,2,0,1,0,0
65,41.48,2666.78,5,2,21,2,0,1,0,0
41,80.89,3460.73,3,5,20,1,1,1,1,0
22,34.78,752.19,3,2,16,2,2,0,1,0
24,115.0,2773.26,1,7,16,2,1,1,1,0
44,62.38,2612.83,5,1,7,0,1,0,0,0
40,66.79,2792.88,4,5,19,2,2,0,0,0
31,20.42,634.36,4,5,22,2,1,0,0,0
6,101.45,588.79,1,0,19,2,0,0,1,0
64,80.12,5382.19,2,6,1,0,2,0,0,0
23,35.99,795.69,4,7,15,0,2,0,0,0
45,111.7,4788.75,4,8,26,1,2,1,1,0
6,66.98,397.66,2,8,10,1,1,0,1,1
48,108.42,5146.1,1,9,13,2,2,0,0,0
69,88.83,6272.62,4,6,0,0,2,0,0,0
29,50.53,1412.09,2,9,29,0,2,0,1,0
25,84.53,2132.1,5,6,18,1,0,0,1,0
40,71.39,2960.65,1,4,11,0,2,0,1,0
1,113.63,108.05,1,1,5,0,0,0,0,1
62,53.69,3293.32,1,5,21,1,0,0,0,0
14,31.91,431.12,4,9,9,1,0,0,0,0
38,90.17,3467.04,1,7,15,2,0,1,1,0
3,65.46,196.03,1,2,20,2,1,1,1,0
9,77.76,698.24,1,0,24,2,2,1,1,0
65,99.11,6121.87,3,1,3,2,1,1,1,0
68,104.21,7245.67,2,0,1,1,0,0,0,0
7,112.3,773.71,5,3,23,1,0,0,1,1
44,63.22,2894.79,4,6,7,0,0,0,0,0
56,50.23,2794.12,1,9,28,1,2,0,0,0
67,33.84,2355.3,1,7,28,2,1,1,1,0
35,111.51,3763.55,1,0,19,2,2,0,0,0
12,100.84,1257.7,2,8,23,2,0,0,0,1
9,111.29,1029.51,2,4,15,0,0,1,1,1
61,85.57,5391.47,3,9,13,0,0,0,1,0
27,38.04,1073.76,3,8,16,2,1,0,0,0
30,108.56,3214.32,3,7,9,0,2,1,1,0
39,88.35,3443.0,1,0,30,1,0,0,0,0
68,42.64,2879.33,3,5,24,1,2,1,1,0
3,74.15,217.25,3,0,13,1,2,0,1,0
18,43.74,823.54,4,8,7,1,2,1,0,0
35,104.56,3502.71,1,2,30,1,0,0,1,0
38,24.67,972.4,2,6,20,0,1,1,1,0
43,44.49,1871.67,5,2,8,0,2,1,0,0
70,64.95,4346.79,3,7,30,1,1,1,0,0
28,24.63,662.84,5,9,22,0,2,1,1,0
40,63.15,2410.87,4,4,22,0,1,0,0,0
4,77.21,293.7,2,4,7,1,1,0,0,1
57,64.7,3858.51,1,3,12,0,1,0,1,0
1,57.56,59.89,5,3,21,1,2,1,0,1
70,45.6,3343.71,4,7,29,1,0,0,1,0
23,42.16,983.57,1,7,28,2,0,1,0,0
25,21.39,559.77,2,1,15,0,1,1,1,0
18,21.01,386.44,2,3,7,1,0,0,1,0
56,52.68,2867.46,2,0,2,2,2,0,1,0
10,34.09,348.92,4,5,27,2,2,0,0,0
39,42.81,1710.82,1,0,0,0,0,0,0,0
27,30.31,856.27,2,3,25,1,1,1,1,0
57,46.54,2709.72,3,7,21,1,2,1,1,0
20,50.82,1004.41,5,9,19,0,2,1,0,0
21,88.78,1950.34,4,1,19,1,0,1,1,0
22,35.71,747.37,3,5,28,0,2,1,0,0
71,72.55,5057.7,2,5,29,2,2,1,0,0
33,48.03,1505.96,2,4,13,1,0,0,1,0
68,63.5,4285.5,3,8,28,2,2,0,1,0
8,53.39,439.64,3,8,1,1,1,1,0,0
60,26.12,1546.24,1,3,15,2,0,1,1,0
51,46.88,2368.41,1,2,6,2,1,1,1,0
58,90.4,5376.21,4,6,14,0,1,1,0,0
41,58.79,2311.89,4,8,25,0,0,1,0,0
13,93.22,1262.39,1,0,16,2,0,1,0,0
14,31.32,449.64,5,1,28,2,0,1,0,0
2,32.65,62.06,2,2,13,2,1,0,0,0
68,21.82,1429.21,4,8,11,1,0,0,0,0
17,67.0,1194.53,1,3,26,2,0,0,1,0
8,29.27,242.75,2,0,14,2,2,0,0,0
19,102.82,1881.73,1,4,26,0,2,1,1,0
41,25.18,1014.29,5,2,11,2,0,1,0,0
5,34.71,173.4,1,0,18,0,2,0,0,0
54,109.37,5984.5,5,2,27,0,0,0,0,0
52,46.32,2483.52,5,8,28,0,2,0,1,0
11,116.0,1241.49,2,3,0,2,0,0,0,0
57,44.22,2556.01,2,8,25,2,1,0,0,0
45,57.63,2643.15,2,3,18,0,0,1,0,0
13,95.13,1207.36,2,5,9,0,0,0,1,1
28,36.28,1001.68,1,4,12,1,2,0,1,0
43,41.73,1791.52,3,6,21,2,2,0,0,0
23,71.54,1681.08,4,3,22,1,0,1,0,0
3,60.75,182.83,2,5,21,2,1,1,1,0
19,113.72,2242.19,5,4,6,1,2,0,0,0
55,115.22,6494.33,1,0,20,2,2,0,0,0
34,80.32,2610.88,5,2,1,0,2,1,1,0
42,103.96,4486.6,3,0,18,2,2,1,0,0
27,78.86,2073.93,3,6,11,0,0,0,0,0
22,38.11,839.71,5,5,8,0,0,0,1,0
36,30.58,1108.35,1,1,13,2,0,0,1,0
46,104.13,4733.85,2,5,7,1,1,1,0,0
47,80.92,3882.18,5,8,3,2,0,0,0,0
32,61.22,1923.88,5,1,19,2,1,0,1,0
44,103.4,4719.42,4,3,12,2,1,1,1,0
23,110.81,2675.25,4,9,16,2,2,0,0,0
63,29.46,1929.77,5,4,13,2,0,0,1,0
52,36.25,1866.09,4,2,29,1,1,0,1,0
43,42.54,1893.09,1,7,6,2,0,0,0,0
23,21.73,489.31,4,3,23,2,0,1,1,0
14,20.48,290.53,5,6,0,0,0,0,0,0
54,60.41,3144.03,3,4,13,1,0,1,0,0
63,92.19,5714.46,2,4,27,1,2,0,0,0
59,91.81,5168.73,3,5,15,0,1,1,1,0
8,87.74,697.58,3,4,11,1,2,0,0,0
40,62.79,2422.59,2,5,19,2,0,1,1,0
59,77.67,4384.24,1,6,24,1,2,1,1,0
3,77.0,240.73,5,5,15,0,2,0,0,1
4,101.83,401.7,4,9,16,1,2,1,0,1
49,36.25,1820.28,4,9,10,1,2,0,1,0
55,104.84,5720.35,2,6,15,0,2,1,1,0
50,105.28,5427.73,2,9,0,2,0,1,0,0
14,67.66,990.12,3,3,24,2,0,1,1,0
32,44.88,1414.37,3,7,27,1,2,1,1,0
55,43.49,2478.09,3,4,30,2,1,1,0,0
37,108.39,4020.47,1,5,29,0,0,0,0,0
23,115.4,2705.84,2,8,16,2,0,1,0,0
42,45.01,1866.26,3,3,2,0,0,0,0,0
22,37.69,869.13,3,5,19,2,0,0,0,0
58,82.79,4927.81,4,7,19,2,2,0,1,0
21,110.7,2363.22,1,0,30,2,2,1,0,0
72,95.07,7078.07,5,5,16,0,2,1,1,0
37,115.12,4123.47,2,7,29,0,1,0,0,0
15,92.07,1414.3,3,3,21,0,2,1,1,0
3,86.18,248.39,5,0,8,2,1,0,1,0
38,63.63,2378.76,4,2,5,2,2,1,0,0
40,89.32,3443.74,3,9,22,1,0,0,0,0
22,59.25,1344.62,2,0,23,2,0,0,1,0
11,62.64,663.35,4,0,29,0,0,1,0,0
21,36.05,749.77,1,6,13,0,1,0,0,0
39,69.36,2785.6,2,1,8,2,1,0,1,0
24,31.09,750.75,3,4,5,2,0,0,1,0
54,42.65,2219.39,2,3,1,2,1,0,0,0
15,62.19,959.91,3,6,7,1,1,0,1,0
46,47.0,2158.7,5,3,5,2,1,1,0,0
38,20.16,727.82,3,8,26,0,1,0,1,0
65,65.94,4328.05,3,4,10,0,2,0,1,0
40,71.54,2788.69,1,1,2,0,2,1,1,0
8,71.09,549.5,3,8,2,0,2,1,1,0
20,111.92,2218.95,3,2,29,2,1,1,1,0
11,37.69,414.16,5,3,7,1,1,1,0,0
37,85.61,3158.16,1,7,30,2,2,1,1,0
8,46.87,383.65,4,7,11,1,2,0,0,0
72,117.21,8517.2,3,3,17,0,0,0,0,0
26,31.14,786.98,3,4,30,0,0,1,1,0
65,75.95,4827.31,2,0,24,2,0,0,0,0
55,113.39,6368.49,1,2,18,0,0,0,0,0
43,71.05,2952.12,5,8,7,1,0,0,1,0
64,104.65,6369.38,3,5,29,1,2,0,1,0
70,26.99,1904.17,3,9,8,1,2,0,0,0
33,79.78,2545.37,5,1,3,2,2,1,1,0
72,54.19,3767.44,3,3,12,1,1,0,0,0
19,90.22,1764.43,5,7,15,1,2,1,0,0
55,97.64,5163.63,3,0,24,0,2,1,0,0
48,49.17,2246.11,1,2,11,1,2,0,0,0
62,107.3,6412.73,4,8,3,1,2,0,1,0
36,62.57,2258.12,4,6,12,2,1,0,0,0
15,84.81,1217.31,4,5,0,2,0,1,1,0
47,95.38,4375.46,3,0,9,2,1,0,1,0
21,101.58,2146.22,5,5,12,0,0,0,0,0
40,46.89,1840.17,5,1,1,1,2,0,1,0
9,78.12,684.03,3,1,16,0,2,0,0,1
51,90.61,4723.1,2,0,27,1,2,0,1,0
62,47.98,2844.96,1,4,26,0,0,0,1,0
15,22.13,343.03,2,8,15,0,2,0,1,1
3,59.79,174.13,5,5,18,0,1,0,0,1
1,105.19,106.98,3,2,9,2,1,0,0,1
18,64.05,1205.48,2,5,1,0,1,1,1,0
7,71.22,521.53,3,6,26,2,0,1,0,0
1,54.45,56.36,2,3,27,2,1,0,1,0
30,94.29,2824.52,1,4,17,2,0,1,1,0
44,35.24,1578.22,1,0,28,1,1,0,0,0
60,31.15,1924.95,1,7,7,1,2,1,1,0
27,117.29,3169.61,3,6,18,2,1,1,0,0
17,84.25,1367.81,5,2,30,1,0,0,0,1
29,61.47,1740.28,1,0,26,2,1,0,0,0
56,77.79,4543.62,1,6,21,0,2,0,0,0
50,51.18,2492.78,4,4,16,0,2,1,1,0
9,118.77,1111.71,2,2,7,2,2,0,0,0
48,104.55,4927.55,3,6,21,0,0,1,1,0
56,70.12,3732.98,2,5,25,0,1,1,0,0
39,64.5,2627.13,2,2,27,0,2,0,1,0
64,91.81,5931.42,2,2,5,1,0,0,0,0
8,68.88,543.59,4,3,11,2,1,0,1,0
20,62.75,1255.84,5,5,20,0,0,0,1,0
40,88.41,3642.96,5,7,6,2,1,0,0,0
52,39.7,2051.08,4,2,30,1,0,1,1,0
2,108.4,219.42,5,3,9,2,0,0,0,1
35,68.21,2341.94,1,9,22,1,0,0,1,0
41,49.96,2106.97,2,9,8,1,2,0,1,0
65,38.14,2468.39,1,2,8,2,0,1,1,0
47,64.49,3109.11,4,2,12,0,2,1,1,0
37,42.55,1595.63,5,7,15,2,0,0,0,0
20,103.11,2030.21,4,5,0,0,1,0,0,0
15,66.09,1003.13,2,4,11,0,1,1,1,0
11,56.17,633.07,4,3,30,2,1,1,0,0
54,63.92,3284.65,2,0,19,2,1,0,1,0
58,26.12,1443.27,4,3,10,0,0,1,1,0
2,22.21,43.69,4,1,14,1,2,1,0,0
63,59.5,3801.99,1,9,10,1,2,1,0,0
49,115.23,5814.9,4,7,22,1,1,1,1,0
41,72.28,2961.76,5,9,5,0,2,1,0,0
12,53.56,651.6,5,8,17,2,2,1,0,0
40,111.09,4662.89,5,2,12,1,1,0,1,0
53,45.42,2499.9,3,6,19,1,1,1,1,0
16,56.19,880.76,3,2,25,1,2,1,1,0
58,101.74,6031.81,2,5,1,2,1,1,1,0
38,84.96,3175.5,2,8,3,2,1,1,0,0
55,88.81,4767.78,3,3,12,0,1,0,1,0
13,103.74,1329.43,1,1,17,0,2,0,1,0
6,23.8,148.64,4,6,18,1,2,0,0,0
67,90.63,5782.69,4,9,17,0,1,1,0,0
1,55.89,56.02,2,8,27,0,0,1,0,1
44,74.55,3415.21,3,6,16,2,1,0,0,0
7,46.81,321.17,5,9,18,0,1,0,1,1
9,74.9,707.1,4,4,4,0,1,1,0,0
61,46.99,2804.95,1,6,2,1,1,0,1,0
55,76.99,4040.27,3,8,24,0,1,0,0,0
22,105.44,2382.2,5,1,10,1,1,0,0,0
67,101.06,6625.95,3,5,20,2,2,0,1,0
58,100.95,5894.4,3,0,29,1,2,1,1,0
46,67.9,3273.7,1,5,3,2,1,0,0,0
55,104.63,5606.71,4,7,26,1,1,1,0,0
12,59.17,714.29,5,7,28,1,2,1,1,1
34,42.77,1391.44,4,9,10,0,1,0,0,0
3,104.92,316.31,5,0,4,2,1,0,0,0
60,118.72,6993.68,5,0,26,0,2,0,0,0
37,91.38,3234.48,1,9,10,1,0,1,0,0
39,103.23,3988.08,2,7,10,0,0,1,0,0
51,82.75,4416.78,4,5,4,0,0,0,0,0
64,117.77,7829.64,2,0,14,0,1,1,1,0
4,51.22,211.5,5,8,9,2,0,0,0,1
58,62.67,3646.84,5,5,24,0,0,0,1,0
41,112.64,4632.25,5,6,9,1,1,0,1,0
40,96.24,4003.73,3,5,27,0,2,1,0,0
2,79.89,159.63,2,4,19,0,0,0,0,1
5,112.31,581.62,3,2,17,0,1,1,0,1
54,116.69,6427.84,3,0,2,1,1,1,1,0
11,77.64,838.01,3,9,12,0,2,1,1,0
16,82.07,1375.94,4,4,19,2,1,0,0,0
29,25.18,702.16,1,4,18,1,2,1,0,0
54,62.13,3400.79,5,5,5,1,1,0,1,0
72,20.56,1448.56,5,6,4,0,0,0,0,0
68,39.68,2791.27,3,0,4,0,0,1,1,0
57,31.46,1810.31,2,3,5,0,1,1,1,0
28,53.25,1442.78,5,1,4,0,2,0,1,0
61,58.9,3581.41,4,9,30,0,1,0,0,0
50,98.33,4866.3,3,3,17,2,2,1,1,0
53,89.84,4947.71,3,2,29,1,0,0,0,0
39,31.22,1237.77,4,6,22,1,2,1,1,0
15,94.63,1450.39,3,9,4,1,1,0,0,0
53,22.38,1240.34,1,5,8,0,1,0,0,0
45,27.85,1312.08,5,1,27,0,0,0,0,0
35,116.43,4179.41,2,1,28,1,1,0,1,0
9,44.49,405.32,5,0,12,1,1,0,1,0
14,54.36,790.58,4,9,7,0,0,0,0,1
52,34.61,1747.11,3,1,18,2,0,0,1,0
40,72.48,2816.45,4,2,17,1,1,1,0,0
51,30.43,1493.6,3,5,30,2,0,1,1,0
18,107.6,2006.46,2,3,4,2,2,0,1,0
72,48.16,3323.42,3,7,12,2,0,0,0,0
47,29.16,1402.28,2,3,17,0,2,1,1,0
20,42.15,864.21,4,8,24,2,2,0,0,0
57,49.13,2910.65,5,6,2,1,0,0,1,0
24,101.97,2468.39,4,7,29,2,2,1,1,0
15,29.58,455.08,5,9,3,1,0,0,1,0
31,59.11,1780.62,5,2,14,0,0,0,1,0
18,97.55,1750.87,2,0,4,1,1,0,1,0
51,85.27,4363.0,4,5,29,2,0,0,1,0
38,63.82,2323.07,2,8,12,1,1,1,0,0
32,69.68,2153.93,4,7,2,0,2,1,1,0
46,78.24,3518.99,5,0,11,1,2,0,0,0
42,46.99,2020.73,3,9,23,0,2,0,1,0
59,64.87,3747.88,1,7,2,0,1,1,0,0
46,27.04,1217.17,1,0,5,2,1,0,0,0
16,26.21,423.69,3,9,9,0,2,0,0,0
39,65.09,2468.23,3,8,12,0,2,1,0,0
20,21.97,446.78,1,6,17,0,1,0,1,0
27,36.85,1029.15,5,3,21,0,0,0,1,0
70,45.07,3132.44,3,4,22,0,0,1,0,0
57,63.5,3580.11,2,7,27,0,0,1,1,0
38,102.8,3830.43,1,7,16,2,2,1,0,0
47,56.94,2619.59,1,2,29,0,2,0,0,0
12,39.23,461.97,1,8,6,0,2,1,1,0
33,72.86,2514.19,5,6,5,1,2,1,1,0
60,106.75,6542.76,4,0,30,0,2,1,0,0
6,66.93,385.88,3,0,2,2,2,1,1,0
54,33.33,1886.52,5,9,2,0,1,1,0,0
55,72.98,4159.56,2,0,19,2,2,0,0,0
25,98.59,2382.14,4,3,6,2,2,1,1,0
15,85.66,1264.46,1,0,10,2,2,0,1,0
1,35.99,34.4,3,1,10,1,2,1,1,0
57,97.55,5531.2,2,3,4,2,1,0,1,0
19,31.8,607.31,3,0,30,1,1,0,1,0
15,63.71,970.0,5,7,26,1,1,0,1,0
43,81.1,3582.0,2,4,3,0,0,1,1,0
19,114.36,2138.78,5,4,4,1,1,0,0,0
7,24.64,166.93,2,0,18,1,0,0,1,0
45,41.61,1884.61,5,9,10,1,1,1,1,0
71,67.45,4782.23,1,2,0,2,2,0,1,0
13,27.71,346.41,2,7,15,2,0,1,1,0
41,93.61,3879.63,5,7,3,1,1,0,1,0
41,40.1,1581.52,1,8,25,2,1,0,1,0
25,113.34,2943.6,4,9,17,2,1,0,0,0
53,61.65,3381.72,4,9,28,0,1,1,1,0
71,107.22,7980.86,3,3,24,0,0,1,1,0
49,57.34,2857.65,5,0,25,1,0,1,1,0
12,22.27,254.93,1,0,14,0,2,0,0,0
56,75.51,4064.29,3,7,28,2,1,0,0,0
12,113.36,1404.18,5,6,10,1,1,0,0,1
3,50.59,157.53,5,4,28,2,1,0,0,0
31,79.7,2495.21,2,9,4,0,0,1,0,0
12,65.52,768.01,4,6,8,2,2,1,1,0
38,78.35,2884.53,3,6,21,2,2,1,1,0
46,56.12,2661.54,3,3,28,2,0,1,0,0
55,40.44,2155.3,3,1,0,0,2,1,1,0
67,62.23,4143.32,5,2,14,2,0,1,0,0
54,36.12,2043.34,5,9,3,0,2,1,0,0
15,85.91,1272.71,2,0,12,2,1,0,1,0
1,87.41,83.32,2,7,10,2,0,0,0,1
29,116.47,3391.98,3,4,19,2,0,0,0,0
31,109.81,3447.53,5,6,0,0,1,0,0,0
33,93.18,3087.2,5,2,16,2,0,1,1,0
64,104.28,6670.47,2,6,22,0,1,1,1,0
30,117.4,3687.61,1,4,23,2,0,1,0,0
24,34.19,802.34,4,9,8,0,2,1,1,0
48,55.05,2639.16,5,6,19,0,0,0,1,0
6,110.15,690.54,1,9,26,1,2,0,1,1
29,87.04,2494.81,1,3,29,1,2,0,0,0
39,40.29,1588.27,4,5,7,2,1,1,0,0
6,116.4,702.88,4,0,15,1,1,1,1,0
18,109.38,2059.3,5,3,19,2,1,0,1,0
24,100.4,2347.08,1,2,15,1,1,1,0,0
13,30.91,415.17,2,6,29,0,1,1,0,1
46,29.31,1327.8,2,8,18,1,1,1,1,0
49,118.62,6072.27,2,3,7,0,1,0,0,0
39,97.33,3640.72,2,3,2,1,2,1,0,0
66,70.47,4633.85,1,4,12,2,2,1,1,0
39,85.66,3501.7,1,2,1,1,1,0,1,0
34,35.2,1191.79,3,8,26,1,0,0,0,0
18,31.81,547.74,3,0,17,2,2,1,1,0
23,48.65,1089.33,1,6,21,2,0,0,0,0
65,110.02,7425.81,2,4,28,0,2,0,1,0
3,99.18,285.95,5,7,0,0,2,0,1,1
46,98.69,4445.19,5,2,17,1,2,0,0,0
39,61.24,2302.35,4,6,4,0,0,0,1,0
34,112.92,3872.49,1,8,30,0,1,1,0,0
36,52.35,1850.38,2,9,20,2,2,1,0,0
